Joke Submitter ID,Gender,Major,D23,D27,D14,D49,D102,D110,D113,D121,D111,D152,D98,D145,D180,D11,D10,D8,D7,D6,D5,D60,D61,D56,D57,D87,D94,D148,D25,D76,C26,D141,D19,D107,C48,C46,D96,D70,D69,C37,D20,D21,D16,C84,D44,C23,C39,C25,C36,C40,D44,C49,C35,C53,C57,C22,C27,C86,D83,D90,D92,D100,D103,C70,C47,C32,C33,D188,D173,D88,D62,D54,C91,D98,C78,C80,C95,C104,C105,C77,C52,C29,C99,D166,C75,D127,D125,D93,C82,C68,D181,C31,D153,D174,C88,C89,C90,C92,C97,C61,C45,C102,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,D2 ,D3 ,D4,D13,D17,D28,D29,D30,D31,D32,D33,D34,D35,D36,C76,C74,D37,D38,D39,D40,D41,D42,D64,D65,D67,D68,D77,D78,D79,D80,D81,D82,D83,D84,D85,D86,D130,D132,D133,D135,D136,D138,D139,D152,D154,D156,D180,D182,D185,D186
23903,Female,Statistics,1,2,2,3,3,2,1,2,2,3,1,1,3,4,3,2,3,3,2,1,4,4,,1,1,4,2,2,3,2,1,3,4,3,2,4,4,4,3,3,3,1,4,3,3,5,5,1,4,2,1,1,3,1,3,3,,3,1,4,2,1,3,4,3,2,5,3,3,4,,2,3,4,2,1,1,1,4,2,2,2,2,5,3,2,2,4,5,5,3,5,1,4,3,4,3,2,3,2,2,1,2,3,3,3,5,3,4,4,5,5,2,,4,4,3,1,3,5,5,3,1,4,1,4,4,3,5,4,2,2,2,4,4,2,3,3,2,1,5,3,3,3,2,2,3,3,4,4,5,3,2,3,4,5,2,2,5,4,3,5,5,3,2,4,4,3,2,4
14858,Male,Computer Science/CSE,2,3,4,3,3,3,3,2,3,3,3,3,3,4,3,4,3,2,3,3,3,4,,3,3,4,3,4,4,5,4,3,3,3,3,4,3,4,4,2,2,3,4,3,4,4,3,3,2,3,4,2,3,4,3,3,,3,3,3,3,3,3,3,3,4,3,2,4,4,,3,3,3,4,3,4,3,4,2,4,3,3,4,4,4,3,4,3,4,4,3,3,3,3,3,4,4,3,3,3,2,4,3,3,3,3,4,4,3,3,3,4,,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3,3,4,2,3,2,5,2,4,2,2,3,2,2,3,3,3,4,4,3,2,3,3,4,3,4,3,3,3,3,4,3,3,4
13801,Male,Electrical Engineering,1,4,2,1,1,1,4,3,1,3,2,2,2,1,1,2,4,2,1,1,1,2,,1,2,2,1,3,1,4,4,1,3,4,5,4,1,4,1,1,1,2,1,2,1,1,1,1,4,3,1,1,4,2,1,4,,1,1,4,2,4,2,2,3,2,3,4,3,2,,1,2,1,1,,4,2,2,2,1,1,1,1,1,1,1,3,4,1,4,1,4,1,2,2,1,2,5,1,1,1,1,2,4,1,4,1,4,1,4,1,3,,1,2,1,2,1,1,1,1,3,4,3,4,2,1,4,1,2,1,2,1,1,1,1,1,1,1,1,4,4,4,1,4,4,2,4,3,4,2,1,4,1,4,1,2,2,1,1,1,1,3,2,1,4,3,3,2
92228,Male,Computer Science/CSE,2,5,3,3,,2,4,2,2,4,,,2,1,3,,4,1,3,3,,,,1,3,5,2,2,3,2,3,,2,,,4,3,4,2,,3,,1,3,4,3,3,3,3,3,,2,3,3,3,,,3,3,,,5,3,5,2,,,2,,,,,3,2,,3,,,3,3,3,5,,5,,,3,4,,3,3,3,3,,3,3,3,,3,,4,3,,,2,3,,2,,1,,3,,,4,3,3,4,,1,,2,3,,,,5,4,4,3,3,,3,3,3,,4,5,,3,3,3,,,3,4,1,3,4,2,2,,4,,3,,1,3,3,3,3,1,,4,,2,1,,,4
99698,Male,Computer Science/CSE,1,3,3,4,4,2,3,3,3,2,3,3,3,3,4,4,5,2,3,4,3,4,,1,3,3,1,3,3,5,2,2,3,2,5,4,4,3,3,4,3,1,3,3,4,1,3,1,4,2,3,1,2,3,4,3,,4,3,2,2,2,5,2,3,2,2,3,4,4,,2,2,2,5,3,4,2,4,2,1,1,2,3,2,3,3,5,2,5,4,4,3,4,3,4,4,4,4,2,3,4,1,3,3,1,1,2,3,2,3,4,3,,2,1,2,2,3,5,2,3,4,5,4,2,2,4,2,4,3,2,3,1,2,3,3,3,3,2,2,2,3,3,2,3,1,1,2,2,3,2,2,4,4,1,1,3,4,2,3,4,1,4,4,3,4,3,3,4
56364,Female,Computer Science/CSE,5,3,3,5,4,4,5,5,3,3,3,4,4,5,5,5,4,5,5,5,4,5,,3,4,3,3,5,5,3,5,4,4,4,4,5,5,3,5,4,4,3,4,5,5,3,3,5,5,3,3,3,4,3,5,3,,3,4,3,4,5,4,3,3,5,4,5,5,4,,4,5,5,5,3,5,5,5,3,3,3,2,5,4,3,4,5,4,5,5,4,3,3,5,5,5,5,5,3,2,5,5,4,4,5,2,5,3,5,5,3,3,,4,3,5,4,4,3,3,5,3,4,3,4,3,5,3,4,3,3,5,5,5,5,4,3,5,5,3,5,4,4,3,3,3,3,4,4,3,3,3,3,4,4,5,3,4,5,5,4,4,4,3,5,3,3,4,4
48818,Male,Computer Science/CSE,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,5,,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,,4,4,5,5,4,5,4,4,5,5,5,5,5,,4,5,5,4,4,5,5,4,5,4,4,5,4,5,5,5,5,5,4,5,4,5,4,4,5,4,4,4,5,5,4,5,4,5,5,5,4,4,5,4,4,5,,5,4,4,4,5,4,4,4,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,4,5,4,4,5,5,4,4,5,4,4,5,4,5,4,5,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,5
36184,Male,Physics,1,2,3,1,2,3,1,2,3,2,2,2,2,1,1,1,1,1,1,1,2,1,,2,3,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,5,2,1,2,4,3,1,1,3,2,1,3,2,2,1,,2,2,2,2,3,3,1,2,2,2,2,2,1,,2,1,1,2,2,1,2,1,2,1,1,3,1,2,2,3,1,3,1,1,2,2,2,1,3,2,1,1,1,4,1,1,2,2,2,4,4,2,1,2,3,2,,1,4,2,1,3,3,1,1,1,2,1,2,2,1,3,2,2,1,2,1,1,1,2,1,1,2,1,2,1,3,3,3,2,3,2,3,2,2,3,3,1,2,1,1,1,1,2,1,1,2,2,3,3,2,2,3
51429,Male,Math,1,2,2,1,1,1,1,4,1,3,2,3,3,3,2,3,3,4,2,2,4,3,,5,3,2,4,4,1,2,1,2,4,5,1,4,3,2,3,2,2,2,2,2,5,5,3,5,1,4,5,5,2,2,4,5,,2,1,3,4,3,1,4,5,4,5,1,3,1,,1,2,3,3,4,3,4,3,1,3,5,2,3,2,4,2,5,5,1,4,2,2,4,1,2,5,5,2,4,5,1,2,3,3,5,4,2,4,2,1,4,4,,1,3,4,3,3,3,3,5,5,4,3,1,2,2,5,1,3,5,2,5,5,1,4,3,4,5,1,2,3,3,2,5,5,3,1,1,2,2,3,1,5,1,5,3,4,2,1,4,1,2,4,5,4,4,3,5
98256,Male,Computer Science/CSE,2,5,3,3,2,2,3,3,2,3,3,2,2,3,2,4,4,3,3,5,2,3,,2,2,2,2,4,4,2,4,2,2,3,3,5,3,3,3,2,3,1,3,5,3,3,4,4,4,2,2,2,3,3,4,3,,3,3,2,2,3,3,2,3,4,5,2,3,4,,2,2,2,4,2,4,3,3,3,1,5,2,4,4,4,3,5,3,4,4,1,3,2,3,4,2,3,5,2,2,3,4,2,3,4,4,2,2,2,4,3,4,,3,3,3,3,2,4,5,2,3,3,1,2,2,4,4,3,2,3,2,2,3,4,2,2,3,2,4,2,4,2,2,3,3,4,5,4,4,4,4,4,4,4,2,3,4,4,4,3,4,3,2,3,2,3,3,2
79126,Male,Computer Science/CSE,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,,1,1,1,2,2,1,4,1,1,3,2,1,3,1,1,1,2,1,,2,3,1,1,1,1,2,2,1,1,1,1,1,4,,2,1,1,1,2,1,1,1,2,2,1,2,2,,1,1,1,1,1,1,1,2,1,1,1,2,1,4,1,1,1,1,3,2,1,1,1,1,2,3,3,2,1,1,1,1,1,2,1,2,1,1,1,3,1,1,,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,3,1,,4,1,1,1,1,2,1,1,1,1,,1,1,1,4,1,1,1,1,1,1,2
61087,Male,Computer Science/CSE,1,1,1,2,5,1,1,,1,1,1,2,1,2,1,1,1,2,1,1,1,3,,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,,1,1,1,1,2,1,1,2,1,1,1,2,2,,1,1,1,5,1,1,1,1,1,1,2,,1,1,1,1,2,1,4,1,2,1,1,1,1,1,2,5,1,1,3,2,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
57594,Male,Computer Science/CSE,1,3,4,4,2,3,1,2,4,2,2,5,5,3,2,5,5,1,2,5,2,2,,1,3,2,1,3,3,5,4,3,3,4,1,3,5,3,2,2,5,1,4,5,5,1,3,5,4,2,1,1,1,2,5,4,,2,3,4,2,3,4,2,3,3,3,4,3,5,,2,5,2,5,3,3,1,2,4,3,5,2,3,2,2,3,4,3,3,3,5,2,2,5,5,1,5,5,1,1,1,5,2,3,3,5,2,5,3,5,5,2,,1,5,5,4,3,4,3,1,3,4,5,2,3,4,5,2,2,1,3,2,2,3,3,2,2,1,3,3,3,5,2,5,3,3,5,3,5,4,3,3,3,3,1,5,5,1,4,4,4,5,2,3,3,3,3,5
97321,Male,Computer Science/CSE,3,2,4,2,4,3,5,3,1,3,3,2,3,5,5,1,2,3,3,3,4,5,,2,2,3,2,4,2,4,3,2,2,4,3,3,3,3,4,1,2,1,3,5,4,2,2,3,5,2,3,3,5,2,4,4,,2,1,2,2,5,2,1,4,5,4,3,4,3,,3,,2,4,2,5,2,1,3,4,4,4,2,3,4,5,4,4,2,2,3,2,5,4,5,2,5,2,3,4,3,3,4,4,2,5,2,2,3,3,3,4,,3,2,2,1,1,4,3,5,2,2,5,4,1,5,1,3,2,2,2,3,2,4,2,3,2,4,3,5,2,2,5,1,4,4,2,3,4,2,4,4,1,4,2,1,3,2,1,4,2,4,4,1,4,2,2,3
52477,Male,Computer Science/CSE,1,2,3,1,3,3,1,2,1,1,1,1,3,1,1,1,1,3,1,1,3,1,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,,1,1,1,2,1,1,1,1,1,1,1,1,1,,2,2,1,1,2,1,1,1,1,4,1,1,1,3,1,1,1,3,1,1,5,2,4,1,1,3,1,2,1,1,5,1,2,1,1,5,1,1,1,4,1,1,,1,5,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,2,1,1,1,1,1,1,5,1,1,1,4,1,5,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,3,2
82114,Male,Electrical Engineering,4,4,3,2,5,5,5,5,3,2,4,5,2,4,3,5,5,5,5,4,2,4,,2,2,5,5,4,5,4,3,4,3,4,4,5,4,5,2,2,2,3,3,5,4,3,5,3,5,3,4,3,2,5,5,5,,2,4,3,4,4,2,5,4,4,5,2,5,5,,3,5,3,4,4,5,2,5,2,3,2,4,4,3,4,4,5,4,4,3,4,4,5,5,2,4,4,5,4,5,4,4,3,3,5,4,5,4,5,3,5,5,,2,3,5,4,4,5,4,5,3,4,5,5,4,5,2,5,5,3,4,4,4,5,4,4,2,3,2,4,4,4,4,5,4,2,4,4,4,2,3,3,4,4,2,4,5,2,5,2,4,4,4,5,2,4,5,5
22707,Male,Computer Science/CSE,2,5,4,4,3,2,3,4,5,2,3,5,4,4,3,2,4,4,5,3,4,2,,5,4,4,3,4,3,3,3,2,3,2,4,3,3,2,2,4,1,5,3,5,2,4,4,4,4,2,1,4,3,4,1,4,,3,4,3,2,1,3,1,3,2,5,3,4,5,,5,5,2,3,4,5,3,3,1,3,4,4,4,2,1,2,4,3,5,1,2,3,3,1,3,5,3,5,3,3,3,3,5,3,5,4,2,5,1,4,4,1,,5,2,2,4,4,2,4,2,3,3,2,4,3,4,4,3,5,3,3,5,2,3,3,2,2,3,1,2,4,2,1,2,2,3,4,2,4,1,3,3,4,2,3,4,4,4,2,3,2,2,1,3,3,4,2,4
potation,Male,Computer Science/CSE,2,2,4,4,2,2,2,2,3,3,4,4,4,5,2,3,5,3,3,3,3,4,,4,3,1,3,3,3,4,5,2,2,3,3,4,2,3,3,2,3,3,3,4,4,2,3,3,3,3,3,2,2,2,3,2,,3,3,4,2,2,2,2,2,4,5,3,3,3,,3,4,3,1,3,2,2,3,3,4,3,2,4,4,2,4,4,5,3,4,3,2,4,3,4,4,3,5,3,3,2,2,3,3,2,3,3,3,4,2,3,4,,2,3,4,2,2,4,5,2,4,5,2,3,4,4,3,2,3,4,3,2,3,2,2,3,2,1,1,3,2,3,4,3,5,4,5,5,5,4,5,5,5,5,2,2,4,3,3,4,3,3,4,2,3,3,2,4
35484,Male,Computer Science/CSE,1,5,4,5,4,4,4,4,4,4,4,2,4,3,5,5,5,5,4,5,1,5,,1,4,4,2,5,1,5,1,4,5,1,1,4,1,5,4,4,4,,5,5,4,1,3,5,5,5,,1,4,4,4,5,,4,4,4,4,5,4,2,4,5,5,4,4,5,,4,1,1,5,4,5,3,4,3,5,1,3,3,5,4,4,5,5,5,5,5,4,5,4,5,5,1,4,2,4,5,5,4,5,5,4,4,2,1,5,1,4,,5,5,5,4,2,5,5,3,5,1,1,5,4,4,5,4,4,3,4,4,4,5,4,2,1,4,1,4,5,4,4,5,4,4,3,5,4,5,1,4,5,1,2,4,2,4,1,5,5,4,4,4,1,4,4,4
86349,Male,Computer Science/CSE,2,3,3,3,4,2,2,3,3,2,3,2,3,2,2,3,4,2,3,4,1,2,,3,3,2,2,2,2,4,3,3,3,3,2,4,1,4,2,2,4,5,3,4,4,2,1,3,3,4,2,2,2,3,2,4,,2,1,3,2,2,3,3,2,3,5,3,3,2,,3,2,1,5,2,4,2,2,1,2,4,4,3,3,2,2,3,3,3,1,4,3,4,2,3,4,2,4,2,2,1,3,3,2,4,3,3,2,1,3,3,2,,2,5,2,2,4,4,3,3,3,4,3,3,3,2,3,2,2,4,2,4,4,3,3,2,2,4,4,2,3,3,2,4,4,3,4,5,3,4,4,4,4,4,1,3,2,3,3,3,2,3,2,3,3,3,2,2
45382,Male,Electrical,2,3,,4,5,3,2,4,5,1,2,4,2,3,2,2,2,4,5,3,4,5,,5,3,4,4,3,2,3,2,4,3,3,4,1,5,2,1,4,4,1,2,4,3,2,4,3,3,5,2,2,5,4,5,5,,3,2,4,5,2,3,2,3,1,3,4,3,2,,3,3,1,5,4,4,3,1,5,2,1,3,2,4,1,5,2,3,3,4,3,1,5,4,4,4,2,1,2,5,4,5,4,1,2,3,4,4,4,5,2,2,,1,5,3,3,4,5,4,5,3,3,5,4,4,4,3,3,2,1,1,4,5,5,4,4,5,3,1,3,4,4,5,2,2,5,,2,3,1,4,1,3,3,4,4,5,3,4,3,4,4,4,4,1,3,1,3
29898,Male,Computer Science/CSE,3,3,5,4,3,3,4,4,3,4,3,3,3,4,4,3,4,4,4,3,4,3,,5,4,4,4,4,4,3,3,2,4,4,3,4,4,3,3,4,3,2,3,4,4,3,4,4,4,4,3,2,4,4,3,4,,4,4,5,4,4,5,4,5,4,5,5,5,3,,4,4,3,4,5,4,4,4,3,3,4,3,4,4,3,4,3,4,4,4,4,4,3,4,3,3,4,4,5,4,4,4,5,4,4,3,3,4,4,4,4,4,,,3,4,5,4,5,4,1,4,4,1,2,5,3,4,3,4,5,4,4,2,4,3,5,4,4,3,3,3,4,5,2,5,,2,4,3,3,4,3,3,3,5,4,1,5,3,4,4,4,3,4,4,3,,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistics for User Feature (Gender/Major) vs. Joke Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Some jokes were not accounted for because of missing ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gender,Count,,Average Per Joke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,80,,2.090,2.797,3.263,2.921,2.679,2.342,2.423,2.641,2.808,2.538,2.506,2.538,2.753,2.329,2.595,2.833,3.456,2.740,2.423,2.861,2.325,2.908,,2.205,2.551,2.646,2.177,3.130,2.410,3.218,2.756,2.282,2.861,2.766,2.718,3.128,2.679,3.065,2.628,2.321,2.747,2.027,3.179,2.885,2.987,2.026,2.390,2.132,2.974,2.571,2.000,2.139,2.291,2.654,3.169,3.211,,2.727,2.494,2.513,2.579,3.127,2.744,2.208,2.526,3.000,3.360,2.418,3.171,3.263,,2.519,2.872,2.385,3.065,2.481,2.870,2.064,2.628,2.449,2.418,2.449,2.805,3.218,2.872,2.519,2.667,3.289,3.247,3.513,3.051,3.077,2.603,2.946,2.808,2.821,2.861,3.051,3.218,2.077,2.646,2.244,2.935,2.513,2.859,2.937,2.680,2.722,2.462,2.077,2.870,2.821,2.667,,2.434,2.636,2.769,2.808,2.481,3.392,3.000,2.577,3.115,3.051,2.658,2.756,2.722,2.975,2.949,2.608,2.526,2.429,2.494,2.253,3.000,2.714,2.688,2.538,2.461,2.532,2.468,2.805,3.143,2.831,2.831,2.974,2.603,2.658,2.623,2.590,2.897,2.321,2.620,2.872,2.909,2.519,2.103,2.795,3.092,2.974,2.628,3.000,2.831,2.818,2.679,2.532,2.772,2.628,2.711,2.949
Female,17,,2.563,2.235,3.529,3.533,3.000,2.938,3.294,2.800,3.063,2.438,2.706,2.867,2.800,3.875,3.067,3.600,3.867,2.706,2.563,2.750,2.688,3.467,,1.867,2.933,3.125,2.688,3.375,2.529,3.176,2.500,3.000,3.750,3.267,2.625,4.063,3.438,3.563,3.667,3.063,3.313,2.133,3.500,3.471,3.600,2.800,3.750,2.000,3.500,2.800,2.800,2.625,3.133,3.625,3.438,2.063,,2.938,2.600,2.938,2.625,2.875,3.533,2.813,2.733,3.200,3.125,2.688,2.938,4.000,,2.688,3.250,2.882,2.867,2.867,3.067,2.588,3.375,3.133,2.294,2.625,3.000,4.067,2.938,2.733,3.067,3.600,2.933,4.438,3.400,3.933,3.059,3.200,3.688,3.000,3.353,3.529,3.438,2.313,2.733,2.733,3.733,2.938,2.813,3.063,2.059,2.824,3.000,2.733,2.875,3.000,3.133,,2.563,2.875,3.600,2.867,2.533,3.563,3.250,2.800,3.000,3.313,2.500,3.400,2.750,3.438,2.688,3.250,3.067,2.667,2.813,2.714,3.133,3.375,3.200,3.176,3.133,3.000,2.588,3.438,3.625,2.467,2.875,3.412,2.813,2.750,2.938,3.000,3.063,2.563,2.250,2.933,3.733,2.867,2.938,3.000,3.067,4.063,3.250,3.688,4.000,3.000,3.125,3.688,2.867,3.000,2.313,3.600
Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science/CSE,76,,2.197,2.821,3.342,3.068,2.750,2.410,2.610,2.645,2.763,2.526,2.553,2.539,2.813,2.615,2.675,2.987,3.506,2.671,2.421,3.013,2.253,3.013,,2.092,2.539,2.727,2.156,3.253,2.468,3.273,2.855,2.351,3.026,2.827,2.763,3.351,2.724,3.213,2.776,2.416,2.805,2.041,3.276,3.052,3.053,2.027,2.560,2.160,3.078,2.493,2.108,2.169,2.377,2.779,3.187,3.040,,2.747,2.649,2.558,2.514,3.154,2.829,2.293,2.500,3.066,3.365,2.429,3.189,3.392,,2.587,3.013,2.468,3.000,2.533,2.867,2.195,2.763,2.566,2.410,2.500,2.829,3.434,2.776,2.627,2.724,3.473,3.120,3.789,3.039,3.263,2.688,2.944,2.987,2.868,2.872,3.182,3.368,2.092,2.597,2.474,3.133,2.513,2.829,2.922,2.613,2.679,2.474,2.184,2.960,2.740,2.671,,2.446,2.627,2.855,2.855,2.413,3.299,3.013,2.500,3.092,3.118,2.595,2.868,2.714,3.026,2.896,2.753,2.539,2.387,2.539,2.237,2.934,2.813,2.720,2.610,2.568,2.533,2.564,2.880,3.240,2.760,2.853,3.039,2.618,2.581,2.697,2.618,2.987,2.421,2.519,2.907,3.013,2.587,2.182,2.803,3.137,3.120,2.727,3.079,2.987,2.800,2.649,2.571,2.688,2.684,2.743,2.974
Statistics,11,,2.091,2.182,3.364,3.100,2.600,2.600,2.818,2.600,3.273,2.636,2.455,2.800,2.500,2.800,3.100,3.000,4.000,3.091,2.545,1.727,2.818,3.111,,2.000,3.000,2.818,2.818,2.727,2.455,3.091,2.091,2.800,2.900,2.900,2.545,3.300,3.091,3.091,3.200,2.600,3.182,2.000,3.273,2.818,3.300,2.500,3.091,1.545,3.500,3.200,2.100,2.364,2.700,3.200,3.364,2.636,,3.091,1.800,2.600,2.545,2.600,3.300,2.455,2.800,2.900,3.400,2.636,3.000,3.800,,2.273,2.636,2.545,3.300,2.200,3.100,1.909,3.182,2.500,2.364,2.455,3.100,3.100,3.364,2.100,2.600,2.800,3.600,3.636,3.900,3.400,2.727,3.000,3.182,2.636,3.182,3.091,3.091,1.636,2.600,1.700,3.000,3.091,3.000,3.182,2.000,3.182,2.600,2.200,2.364,3.600,3.400,,2.818,2.636,3.300,2.800,2.700,4.364,3.500,3.400,3.200,3.273,3.091,3.300,2.727,3.400,2.909,2.545,3.000,2.700,2.900,2.600,3.455,3.000,3.000,3.000,2.300,2.727,2.455,3.273,3.364,2.700,2.636,3.182,2.636,3.000,3.000,3.200,2.727,2.182,2.636,3.182,3.200,2.600,2.200,2.700,2.545,3.909,2.900,3.727,3.700,3.182,3.300,3.273,3.500,2.700,2.091,3.300
Math,2,,1.000,2.000,3.000,2.000,2.000,1.500,1.500,3.000,2.000,3.000,2.500,3.000,3.500,2.500,2.000,3.000,3.500,3.500,1.500,2.500,3.000,3.000,,3.000,3.000,2.000,2.500,4.000,2.000,3.000,2.500,2.000,3.000,4.000,1.500,4.000,3.500,3.000,2.500,1.500,2.000,2.500,2.500,3.000,4.500,3.500,2.500,4.500,1.500,3.000,3.500,4.000,1.500,2.000,4.000,3.500,,2.000,1.500,3.000,3.500,3.000,2.000,2.500,3.500,3.500,4.500,2.000,3.000,2.500,,2.000,3.000,2.500,3.500,3.500,3.500,3.000,2.500,2.000,3.000,3.500,2.500,3.500,3.000,3.000,2.500,4.000,4.500,1.500,4.000,2.000,2.000,3.500,1.500,2.500,4.500,4.500,2.500,4.000,3.500,1.500,2.000,2.500,3.000,4.000,3.500,2.000,3.500,1.500,2.000,3.500,3.500,,2.000,3.000,3.500,3.500,2.500,3.000,2.000,3.500,3.500,3.000,3.000,2.000,2.500,3.000,4.000,1.500,3.000,4.000,2.500,4.000,4.500,2.000,3.500,2.000,3.000,4.000,2.000,2.500,3.000,3.000,2.500,3.500,4.000,3.000,2.000,2.000,2.000,2.500,3.000,2.000,3.500,2.000,3.500,3.500,3.500,3.000,1.500,3.000,2.000,2.500,3.500,4.500,3.500,3.500,3.000,4.000
Physics,2,,1.500,1.500,2.000,1.000,1.500,2.500,1.500,2.500,3.500,1.500,1.500,2.000,1.500,1.000,1.000,1.500,1.500,1.000,1.500,1.500,3.000,1.000,,2.000,2.500,2.000,1.500,1.500,1.000,2.000,1.000,1.500,2.000,1.500,2.000,1.000,1.500,1.000,2.000,2.000,3.000,3.500,2.000,1.000,1.500,3.500,2.000,1.000,2.000,3.000,3.000,1.000,2.000,2.000,2.000,1.000,,1.500,2.000,1.500,2.000,2.500,2.000,1.000,2.000,2.000,1.500,2.000,1.500,1.500,,2.000,1.000,1.500,2.500,2.000,2.000,2.000,1.000,1.500,1.500,1.500,2.500,1.000,2.000,2.000,2.500,1.000,2.500,1.000,1.000,2.000,2.500,2.500,1.000,2.000,2.500,1.000,1.000,2.000,2.500,1.000,1.000,2.000,2.500,2.000,2.500,3.000,2.000,1.000,2.000,2.500,1.500,,1.000,3.000,2.000,1.500,2.500,2.000,2.000,1.500,1.500,2.000,1.500,1.500,2.000,1.500,2.500,2.500,2.000,3.000,1.500,1.000,1.000,1.500,2.000,1.000,1.500,2.500,1.500,2.000,1.000,2.000,2.500,3.000,2.000,2.000,1.500,3.500,3.000,3.000,2.500,2.000,2.000,1.500,1.000,2.000,1.500,1.000,2.000,1.000,2.000,1.500,2.000,2.500,2.000,1.500,1.500,2.500
